ACTIE,TYPE,TAFEL,DATUM,MEDEWERKER,DEBIT,CREDIT,AANTAL,BTW,BOEK,PRODUCT,TRANSACTIE,BESTELID,DAY,AFGEREKEND
item,toegevoegd,Tafel Counter 1,2025/02/08 16:03:26,Manager,7.00,,1,9,8010,SUGO 300gr,,nN2UfhLvgD81wo1TydEkce,08-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/08 16:03:26,Manager,10.00,,1,9,8010,SUGO 500gr,,nN2UfhLvgD81wo1TydEkce,08-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/08 16:03:28,Manager,,17.00,,,,,PIN,nN2UfhLvgD81wo1TydEkce,08-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,12.00,,4,9,8010,Can,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,4.50,,1,9,8010,Water 750,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,8.70,,1,21,8011,Gl BARBERA Asti,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,3.50,,1,9,8010,slice FOCACCIA,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,15.50,,1,9,8010,Focaccia FILLED 15.5,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,9.50,,1,9,8010,SALAD di Giulia,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,4.50,,1,9,8010,Torta 4.5,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:37:38,Manager,36.00,,2,9,8010,PASTA 18,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 17:54:37,Manager,3.00,,1,9,8010,Can,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 18:23:26,Manager,9.00,,2,9,8010,Torta 4.5,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 18:23:38,Manager,4.50,,1,9,8010,Torta 4.5,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 18:23:38,Manager,7.00,,1,9,8010,Torta 7,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/08 18:23:38,Manager,8.70,,1,21,8011,Gl BARBERA Asti,,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/08 18:58:00,Manager,,126.40,,,,,PIN,QWHIMqAcZ9lGikTPBmQDRO,08-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,2.50,,1,9,8010,Water 250,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,3.00,,1,9,8010,Can,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,9.00,,2,9,8010,Beer 0,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,3.50,,1,9,8010,slice FOCACCIA,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,6.00,,1,9,8010,Pasta Kid TOMATO,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:23:20,Manager,0.00,,1,9,8010,PASTA NO PRICE,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,gecorrigeerd,Tafel Vetrina Indoor,2025/02/08 19:23:57,Manager,0.00,,-1,9,8010,PASTA NO PRICE,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:24:14,Manager,13.50,,1,9,8010,PASTA NO PRICE,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:24:22,Manager,10.00,,1,9,8010,CAPRESE,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:26:06,Manager,12.00,,1,9,8010,PASTA 12,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:26:06,Manager,13.00,,1,9,8010,PASTA 13,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 19:50:30,Manager,2.50,,1,9,8010,Water 250,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 20:03:45,Manager,7.00,,1,9,8010,Torta 7,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/08 20:03:45,Manager,9.00,,2,9,8010,Torta 4.5,,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/08 20:18:27,Manager,,91.00,,,,,PIN,9aGKNUM9YJ2UiNyqJc3AzC,08-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 14:46:22,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,o1b81KspidxwdIzS6dLEFm,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 14:46:22,Manager,12.00,,1,9,8010,Focaccia FILLED 12,,o1b81KspidxwdIzS6dLEFm,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 14:46:22,Manager,6.00,,2,9,8010,Can,,o1b81KspidxwdIzS6dLEFm,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 14:46:23,Manager,,27.00,,,,,PIN,o1b81KspidxwdIzS6dLEFm,09-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 15:35:09,Manager,11.00,,1,9,8010,SUGO SPECIALE 300gr,,1ZyklsC1ZdUava2HJKqk8N,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:35:09,Manager,7.00,,1,9,8010,Torta 7,,1ZyklsC1ZdUava2HJKqk8N,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 15:35:43,Manager,,18.00,,,,,PIN,1ZyklsC1ZdUava2HJKqk8N,15-02-2025,
item,toegevoegd,Directe verkoop,2025/02/08 20:35:42,Manager,25.80,,1,0,8012,tip,,u4RNR25XCBG1Dkwgnsftbu,08-02-2025,verkoop
transactie,,Directe verkoop,2025/02/08 20:35:42,Manager,,25.80,,,,,PIN,u4RNR25XCBG1Dkwgnsftbu,08-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/09 11:37:47,Manager,17.50,,7,9,8010,Pasta Fresca 100gr,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 11:37:47,Manager,14.00,,2,9,8010,SUGO 300gr,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 11:37:47,Manager,8.00,,1,9,8010,Veggie L 8,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 11:37:47,Manager,12.00,,2,9,8010,Veggie M 6,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 11:37:47,Manager,56.00,,8,9,8010,Torta 7,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 15:47:45,Manager,10.50,,3,9,8010,slice FOCACCIA,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 15:47:45,Manager,13.50,,3,9,8010,slice MARGHERITA,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 15:47:45,Manager,2.50,,1,9,8010,Pasta Fresca 100gr,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 15:47:45,Manager,1.30,,1,9,8010,Pasta Fresca 50gr,,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/09 15:47:45,Manager,,135.30,,,,,PIN,H1bZKHrlQFxhBPHND9iNQJ,09-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 11:38:05,Manager,12.50,,5,9,8010,Pasta Fresca 100gr,,kDGD7iEEp9s8Uqy767DTV,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 11:38:05,Manager,22.00,,2,9,8010,SUGO SPECIALE 300gr,,kDGD7iEEp9s8Uqy767DTV,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 11:49:39,Manager,10.50,,3,9,8010,slice FOCACCIA,,kDGD7iEEp9s8Uqy767DTV,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 11:49:39,Manager,9.00,,2,9,8010,Veggie S 4.5,,kDGD7iEEp9s8Uqy767DTV,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 11:49:39,Manager,,54.00,,,,,PIN,kDGD7iEEp9s8Uqy767DTV,09-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 12:08:40,Manager,11.00,,1,9,8010,SUGO SPECIALE 300gr,,GVpKZ8dIP8nKzqyIYxMFCq,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 12:08:40,Manager,4.00,,1,9,8010,Pasta filled 100gr,,GVpKZ8dIP8nKzqyIYxMFCq,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 12:08:52,Manager,,15.00,,,,,PIN,GVpKZ8dIP8nKzqyIYxMFCq,09-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 12:20:28,Manager,14.00,,4,9,8010,slice FOCACCIA,,qdt3SrgWt32TJtRzKzxkAO,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 12:20:42,Manager,,14.00,,,,,PIN,qdt3SrgWt32TJtRzKzxkAO,09-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 12:25:59,Manager,2.30,,1,9,8010,Coffee/Espresso,,q9hFzGhzHQq8yL6cfUzC3N,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 12:33:22,Manager,,2.30,,,,,PIN,q9hFzGhzHQq8yL6cfUzC3N,09-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:03:47,Manager,9.00,,3,9,8010,Can,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:03:47,Manager,2.50,,1,9,8010,Tea/American Coffe,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:03:47,Manager,14.50,,1,9,8010,Antipasto Single,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:03:47,Manager,19.50,,1,9,8010,Pasta 19.50,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:03:47,Manager,17.00,,1,9,8010,Pasta 17,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:24:27,Manager,4.60,,2,9,8010,Coffee/Espresso,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/09 14:24:27,Manager,7.00,,1,9,8010,Torta 7,,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/09 14:49:29,Manager,,74.10,,,,,PIN,gqBwNCg9mOHXGQmYIgGh3Z,09-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,6.00,,2,9,8010,Can,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,2.50,,1,9,8010,Water 250,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,6.00,,1,9,8010,Pasta Kid TOMATO,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,16.50,,1,9,8010,Pasta 16.5,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,17.50,,1,9,8010,Pasta 17.50,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:04:16,Manager,18.50,,1,9,8010,PASTA 18.50,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 14:24:31,Manager,7.00,,2,9,8010,Cappuccino/Latte Macchiato,,qea55LlPIvTw9r83NSg6,09-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/09 14:48:49,Manager,,74.00,,,,,PIN,qea55LlPIvTw9r83NSg6,09-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:24:18,Manager,6.00,,2,9,8010,Juice/SAP,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:24:18,Manager,6.00,,2,9,8010,Can,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:24:18,Manager,7.00,,1,9,8010,Focaccia FILLED 7,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:24:18,Manager,12.00,,1,9,8010,PASTA 12,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:24:18,Manager,17.00,,1,9,8010,Pasta 17,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:57:25,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/09 14:57:25,Manager,7.00,,1,9,8010,Torta 7,,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/09 14:58:04,Manager,,58.50,,,,,PIN,zMF1V7pgSDKwOuwhqUc9yM,09-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/09 14:50:49,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,zJZQGdANWZDbB1izxVofT1,09-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/09 14:50:49,Manager,12.00,,1,9,8010,PASTA 12,,zJZQGdANWZDbB1izxVofT1,09-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/09 14:50:49,Manager,6.00,,2,9,8010,Can,,zJZQGdANWZDbB1izxVofT1,09-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/09 14:50:51,Manager,,27.00,,,,,PIN,zJZQGdANWZDbB1izxVofT1,09-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/09 15:41:25,Manager,5.00,,2,9,8010,Pasta Fresca 100gr,,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 15:41:25,Manager,3.50,,1,9,8010,slice FOCACCIA,,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 15:41:25,Manager,7.00,,1,9,8010,Torta 7,,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 15:41:25,Manager,5.00,,1,9,8010,PESTO 125,,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/09 15:41:25,Manager,16.50,,1,9,8010,MEAT Food Second,,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/09 15:41:26,Manager,,37.00,,,,,PIN,Dbtv7I3bLQgf7ozRTFa9m,09-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/09 16:00:01,Manager,14.00,,2,9,8010,Focaccia FILLED 7,,7ebhgADiFk1aoGMsfzF4i1,09-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/09 16:00:01,Manager,3.50,,1,9,8010,slice FOCACCIA,,7ebhgADiFk1aoGMsfzF4i1,09-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/09 16:00:03,Manager,,17.50,,,,,PIN,7ebhgADiFk1aoGMsfzF4i1,09-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/09 17:12:02,Manager,10.50,,3,9,8010,slice FOCACCIA,,7qvFERctVX7ysYmUJP2Cp,09-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/09 17:12:05,Manager,,10.50,,,,,PIN,7qvFERctVX7ysYmUJP2Cp,09-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,3.00,,1,9,8010,Latte,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,5.50,,1,9,8010,Hot Chocolate,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,7.00,,1,21,8011,Glass Rosso Dolomiti,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,14.50,,1,9,8010,Antipasto Single,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,18.00,,1,9,8010,PASTA 18,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/09 17:32:55,Manager,15.00,,1,9,8010,PASTA 15,,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/09 18:04:52,Manager,,63.00,,,,,PIN,C4BK7w8LQ7wMTvbJzzpsg,09-02-2025,
item,toegevoegd,Directe verkoop,2025/02/09 19:09:30,Manager,9.90,,1,0,8012,tip,,zBXGuruQRzq6XOpHibJd,09-02-2025,verkoop
transactie,,Directe verkoop,2025/02/09 19:09:30,Manager,,9.90,,,,,PIN,zBXGuruQRzq6XOpHibJd,09-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 12:02:12,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,2bZoZ438rRygFZLgHRrJum,12-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/12 12:02:12,Manager,7.00,,1,9,8010,Torta 7,,2bZoZ438rRygFZLgHRrJum,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 12:02:45,Manager,,16.00,,,,,PIN,2bZoZ438rRygFZLgHRrJum,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 12:02:52,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,9du29NngPEePw7tXKORWDK,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 12:03:43,Manager,,9.00,,,,,PIN,9du29NngPEePw7tXKORWDK,12-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 12:10:08,Manager,10.00,,1,9,8010,Focaccia FILLED 10,,CMinxFGZMeh43Ta5gsNGu,12-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 12:10:08,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,CMinxFGZMeh43Ta5gsNGu,12-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/12 12:23:26,Manager,,13.50,,,,,PIN,CMinxFGZMeh43Ta5gsNGu,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 12:14:48,Manager,13.50,,3,9,8010,slice MARGHERITA,,LpYbE4e1byhf5zmiMoihg,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 12:15:18,Manager,,13.50,,,,,PIN,LpYbE4e1byhf5zmiMoihg,12-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 12:23:36,Manager,2.50,,1,9,8010,Tea/American Coffe,,cBZanqRccP732Dp6JARleF,12-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 12:23:36,Manager,3.00,,1,9,8010,Can,,cBZanqRccP732Dp6JARleF,12-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 12:38:07,Manager,12.00,,1,9,8010,Focaccia FILLED 12,,cBZanqRccP732Dp6JARleF,12-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 12:38:07,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,cBZanqRccP732Dp6JARleF,12-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/12 12:48:22,Manager,,26.00,,,,,PIN,cBZanqRccP732Dp6JARleF,12-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/12 12:23:43,Manager,5.50,,1,9,8010,Hot Chocolate,,EWmZbJqMH5Y17xCvgirLL3,12-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/12 12:37:40,Manager,16.50,,1,9,8010,Pasta 16.5,,EWmZbJqMH5Y17xCvgirLL3,12-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/12 12:37:40,Manager,17.50,,1,9,8010,Pasta 17.50,,EWmZbJqMH5Y17xCvgirLL3,12-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/12 12:55:27,Manager,,39.50,,,,,PIN,EWmZbJqMH5Y17xCvgirLL3,12-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/12 12:38:40,Manager,4.50,,1,9,8010,Water 750,,7lYLlCdlQAVCd417ngSz1,12-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/12 12:38:40,Manager,15.00,,2,9,8010,pizza no price,,7lYLlCdlQAVCd417ngSz1,12-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/12 12:55:45,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,7lYLlCdlQAVCd417ngSz1,12-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/12 12:55:45,Manager,2.30,,1,9,8010,Coffee/Espresso,,7lYLlCdlQAVCd417ngSz1,12-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/12 13:07:38,Manager,,25.30,,,,,PIN,7lYLlCdlQAVCd417ngSz1,12-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 12:40:01,Manager,4.50,,1,9,8010,Water 750,,nh5UCEgykLVSgPN3hhFDA,12-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 12:40:26,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,nh5UCEgykLVSgPN3hhFDA,12-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 12:40:26,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,nh5UCEgykLVSgPN3hhFDA,12-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/12 13:14:13,Manager,4.60,,2,9,8010,Coffee/Espresso,,nh5UCEgykLVSgPN3hhFDA,12-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/12 13:14:48,Manager,,26.60,,,,,PIN,nh5UCEgykLVSgPN3hhFDA,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 12:54:05,Manager,7.00,,2,9,8010,slice FOCACCIA,,Yno8VcFCjhDgGQFWgv8bEf,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 12:54:34,Manager,,7.00,,,,,PIN,Yno8VcFCjhDgGQFWgv8bEf,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 13:02:05,Manager,24.00,,6,9,8010,Pasta filled 100gr,,UV9VWWolsiV1O7tWHeqYH,12-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/12 13:02:05,Manager,4.00,,1,9,8010,SUGO Normale 150g,,UV9VWWolsiV1O7tWHeqYH,12-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/12 13:02:05,Manager,10.00,,1,9,8010,SUGO 500gr,,UV9VWWolsiV1O7tWHeqYH,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 13:02:41,Manager,,38.00,,,,,PIN,UV9VWWolsiV1O7tWHeqYH,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 13:34:19,Manager,28.00,,4,9,8010,SUGO 300gr,,zLnqleowWBGKAw4WzHia,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 13:34:39,Manager,,28.00,,,,,CONTANT,zLnqleowWBGKAw4WzHia,12-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/12 14:00:23,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,Ql4M17j4NLITqLSlOOugUk,12-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/12 14:00:50,Manager,,8.50,,,,,PIN,Ql4M17j4NLITqLSlOOugUk,12-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 14:43:33,Manager,7.00,,2,9,8010,Cappuccino/Latte Macchiato,,BCzi3HCJsND1Djwpnwluhr,12-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/12 14:43:33,Manager,16.00,,1,9,8010,PASTA 16,,BCzi3HCJsND1Djwpnwluhr,12-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/12 15:09:28,Manager,,23.00,,,,,PIN,BCzi3HCJsND1Djwpnwluhr,12-02-2025,
