ACTIE,TYPE,TAFEL,DATUM,MEDEWERKER,DEBIT,CREDIT,AANTAL,BTW,BOEK,PRODUCT,TRANSACTIE,BESTELID,DAY,AFGEREKEND
item,toegevoegd,Tafel Counter 1,2025/02/15 12:55:19,Manager,10.00,,1,9,8010,Focaccia FILLED 10,,T63XORY7rIOwVaKJ8I6KsW,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 12:55:20,Manager,,26.00,,,,,PIN,T63XORY7rIOwVaKJ8I6KsW,15-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:52:50,Manager,14.50,,1,9,8010,Antipasto Single,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:52:50,Manager,5.50,,1,21,8011,Beer Blonde,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:52:50,Manager,5.50,,1,21,8011,Beer Red,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:52:50,Manager,4.50,,1,9,8010,Water 750,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:52:50,Manager,41.00,,1,21,8011,btl NEBBIOLO,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:55:18,Manager,17.50,,1,9,8010,Pasta 17.50,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 18:55:18,Manager,21.50,,1,9,8010,PASTA NO PRICE,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/14 19:57:50,Manager,5.50,,1,21,8011,Gl  LIQUORI,,BKCzgbBhekOaeVUdEpqAO,14-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/14 20:00:13,Manager,,115.50,,,,,PIN,BKCzgbBhekOaeVUdEpqAO,14-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/14 19:13:52,Manager,15.00,,1,9,8010,PASTA 15,,EZ9BopbJCMQzK1YKbxlB4v,14-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/14 19:14:22,Manager,,15.00,,,,,PIN,EZ9BopbJCMQzK1YKbxlB4v,14-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 19:43:51,Manager,6.00,,2,9,8010,Can,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 19:43:51,Manager,12.00,,1,9,8010,second no price,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 20:11:27,Manager,16.50,,1,9,8010,Pasta 16.5,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 20:11:27,Manager,18.50,,1,9,8010,PASTA 18.50,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 20:44:59,Manager,4.50,,1,9,8010,Beer 0,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/14 20:44:59,Manager,7.70,,1,21,8011,Gl VERDICCHIO,,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/14 20:45:41,Manager,,65.20,,,,,PIN,ARspw1GsxUkvVdbzr4YBJ8,14-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,4.50,,1,9,8010,Beer 0,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,6.00,,2,9,8010,Can,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,12.00,,1,9,8010,PASTA 12,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,12.00,,1,9,8010,Gastronomy NO PRICE,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,21.50,,1,9,8010,PASTA NO PRICE,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:12:05,Manager,16.50,,1,9,8010,Pasta 16.5,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/14 20:27:30,Manager,18.00,,2,9,8010,sweet no price,,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/14 20:47:21,Manager,,90.50,,,,,PIN,BP1Ig1SvyFmpMjNZaxFQ2h,14-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 20:54:02,Manager,10.00,,1,9,8010,CAPRESE,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 20:54:02,Manager,21.50,,1,9,8010,PASTA NO PRICE,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 20:54:02,Manager,8.70,,1,21,8011,Gl BARBERA Asti,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 20:54:02,Manager,4.50,,1,9,8010,Water 750,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 20:54:02,Manager,17.50,,1,9,8010,Pasta 17.50,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/14 21:18:20,Manager,7.00,,1,9,8010,Torta 7,,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/14 21:35:07,Manager,,69.20,,,,,PIN,d54C6xSv6uNQM9Rj1spyqZ,14-02-2025,
item,toegevoegd,Directe verkoop,2025/02/14 21:39:38,Manager,126.00,,1,0,8012,tip,,Q81ldz3COnjEbPDwz4ZHIp,14-02-2025,verkoop
transactie,,Directe verkoop,2025/02/14 21:39:38,Manager,,126.00,,,,,PIN,Q81ldz3COnjEbPDwz4ZHIp,14-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 11:38:18,Manager,24.50,,7,9,8010,slice FOCACCIA,,PLQZtyXMmLD5sjxLdBUnu,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 11:38:19,Manager,,24.50,,,,,PIN,PLQZtyXMmLD5sjxLdBUnu,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 11:41:44,Manager,14.00,,4,9,8010,slice FOCACCIA,,ZW2wGDnFb3yOLUFjIXPMGu,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 11:41:44,Manager,6.00,,1,9,8010,SUGO Speciale 150g,,ZW2wGDnFb3yOLUFjIXPMGu,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 11:41:45,Manager,,20.00,,,,,PIN,ZW2wGDnFb3yOLUFjIXPMGu,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 11:45:15,Manager,14.00,,4,9,8010,slice FOCACCIA,,vY6JnhSFRoDbwq8D6iSbcG,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 11:45:15,Manager,9.00,,2,9,8010,slice MARGHERITA,,vY6JnhSFRoDbwq8D6iSbcG,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 11:45:15,Manager,6.00,,1,9,8010,SUGO Speciale 150g,,vY6JnhSFRoDbwq8D6iSbcG,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 11:45:17,Manager,,29.00,,,,,PIN,vY6JnhSFRoDbwq8D6iSbcG,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 11:47:28,Manager,7.00,,2,9,8010,slice FOCACCIA,,TFOPs9uDejpOYAeoapc6mv,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 11:47:28,Manager,13.50,,3,9,8010,slice MARGHERITA,,TFOPs9uDejpOYAeoapc6mv,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 11:47:29,Manager,,20.50,,,,,PIN,TFOPs9uDejpOYAeoapc6mv,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 12:14:11,Manager,13.50,,3,9,8010,Veggie S 4.5,,Y5PPXseDz5dfTF14GK4W1O,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 12:14:13,Manager,,13.50,,,,,PIN,Y5PPXseDz5dfTF14GK4W1O,15-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 12:23:03,Manager,4.50,,1,9,8010,Water 750,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 12:23:03,Manager,12.00,,1,9,8010,Focaccia FILLED 12,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 12:23:03,Manager,15.50,,1,9,8010,Focaccia FILLED 15.5,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 12:24:52,Manager,3.50,,1,9,8010,slice FOCACCIA,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 13:20:35,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 13:20:35,Manager,4.00,,1,9,8010,Cappuccino freddo,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 13:20:35,Manager,14.00,,2,9,8010,Torta 7,,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/15 13:44:21,Manager,,57.00,,,,,PIN,Wyvqq3i3gGL4v7Q5IFc8Qu,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 12:38:50,Manager,21.00,,6,9,8010,slice FOCACCIA,,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 12:38:50,Manager,14.00,,2,9,8010,Torta 7,,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 12:38:50,Manager,15.00,,6,9,8010,Pasta Fresca 100gr,,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 12:38:50,Manager,8.00,,1,9,8010,Veggie L 8,,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 12:38:50,Manager,10.00,,2,9,8010,PESTO 125,,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 12:38:51,Manager,,68.00,,,,,PIN,G1ZYInpbvaBQoBCP4QmfgN,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 13:02:56,Manager,16.50,,1,9,8010,MEAT Food Second,,R4UWNE3zTFwvoeUL4bbgwN,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 13:02:56,Manager,3.50,,1,9,8010,slice FOCACCIA,,R4UWNE3zTFwvoeUL4bbgwN,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 13:02:57,Manager,,20.00,,,,,PIN,R4UWNE3zTFwvoeUL4bbgwN,15-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,19.50,,1,9,8010,Pasta 19.50,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,51.00,,3,9,8010,Pasta 17,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,37.00,,2,9,8010,PASTA 18.50,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,14.50,,1,9,8010,PASTA 14.5,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,15.00,,1,9,8010,PASTA 15,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,18.00,,3,9,8010,SALAD di Casa,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,14.50,,1,9,8010,Pizza Round 14.5,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,9.00,,2,9,8010,Water 750,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,6.00,,2,9,8010,Can,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,2.50,,1,9,8010,Tea/American Coffe,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,29.50,,1,21,8011,btl VERDICCHIO,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,6.50,,1,21,8011,Gl PROSECCO,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:18:22,Manager,7.60,,1,21,8011,Gl GRIGNOLINO,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:35:43,Manager,9.20,,4,9,8010,Coffee/Espresso,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:35:43,Manager,7.50,,3,9,8010,Tea/American Coffe,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:35:43,Manager,4.00,,1,9,8010,Double espresso,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/15 13:35:43,Manager,21.00,,3,9,8010,Torta 7,,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/15 13:47:23,Manager,,272.30,,,,,PIN,dTEpZzPvZlagZRvoxS6vrS,15-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 13:20:46,Manager,7.00,,2,9,8010,Cappuccino/Latte Macchiato,,CVvvbvrt4RAkINfYbIz47M,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 13:20:46,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,CVvvbvrt4RAkINfYbIz47M,15-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/15 13:46:38,Manager,,16.00,,,,,PIN,CVvvbvrt4RAkINfYbIz47M,15-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,10.50,,3,9,8010,Cappuccino/Latte Macchiato,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,1.00,,2,9,8010,Milk SPECIAL,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,6.80,,1,21,8011,Gl BONARDA,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,10.00,,1,9,8010,CAPRESE,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,24.00,,3,9,8010,Focaccia FILLED 8,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:20:25,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:54:41,Manager,6.90,,3,9,8010,Coffee/Espresso,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 13:54:41,Manager,14.00,,2,9,8010,Torta 7,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 14:20:07,Manager,2.30,,1,9,8010,Coffee/Espresso,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 14:20:07,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/15 14:20:07,Manager,0.50,,1,9,8010,Milk SPECIAL,,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/15 14:24:48,Manager,,97.00,,,,,PIN,hOgOIwe16o3gR9q5NYGjIo,15-02-2025,
item,toegevoegd,Tafel 1a,2025/02/15 13:35:19,Manager,13.00,,2,21,8011,Gl PROSECCO,,gKEAByRZ1736OCXew9axhj,15-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/15 13:35:19,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,gKEAByRZ1736OCXew9axhj,15-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/15 13:35:19,Manager,12.50,,1,9,8010,Focaccia FILLED 12.5,,gKEAByRZ1736OCXew9axhj,15-02-2025,verkoop
transactie,,Tafel 1a,2025/02/15 14:03:59,Manager,,34.50,,,,,PIN,gKEAByRZ1736OCXew9axhj,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 13:43:22,Manager,7.00,,1,9,8010,SUGO 300gr,,HkmLcQIvvZgddvZ4OsvXK,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 13:43:22,Manager,15.00,,1,9,8010,SUGO SPECIALE 500gr,,HkmLcQIvvZgddvZ4OsvXK,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 13:43:22,Manager,3.50,,1,9,8010,slice FOCACCIA,,HkmLcQIvvZgddvZ4OsvXK,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 13:43:23,Manager,,25.50,,,,,PIN,HkmLcQIvvZgddvZ4OsvXK,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 13:46:12,Manager,10.00,,2,9,8010,PESTO 125,,1lZqyseePTrovetF6kdZND,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 13:46:12,Manager,7.00,,2,9,8010,slice FOCACCIA,,1lZqyseePTrovetF6kdZND,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 13:46:12,Manager,4.50,,1,9,8010,slice MARGHERITA,,1lZqyseePTrovetF6kdZND,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 13:46:13,Manager,,21.50,,,,,PIN,1lZqyseePTrovetF6kdZND,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 13:53:46,Manager,6.00,,1,9,8010,SUGO Speciale 150g,,kOyIg5YPYKtv9qss7HTkY,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 13:53:49,Manager,,6.00,,,,,PIN,kOyIg5YPYKtv9qss7HTkY,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,6.00,,1,9,8010,MEAT BALLS,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,3.00,,1,9,8010,second no price,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,11.00,,1,9,8010,SUGO SPECIALE 300gr,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,8.00,,1,9,8010,second no price,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,6.00,,1,9,8010,Veggie M 6,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 15:11:35,Manager,14.00,,4,9,8010,slice FOCACCIA,,SARAhVrKvNyWxMeZbT8ex,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 15:11:36,Manager,,48.00,,,,,PIN,SARAhVrKvNyWxMeZbT8ex,15-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 15:14:52,Manager,10.00,,1,9,8010,Focaccia FILLED 10,,1TqUqhbvFAiDgJG9fhH26m,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 15:14:52,Manager,14.50,,1,9,8010,pizza no price,,1TqUqhbvFAiDgJG9fhH26m,15-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/15 15:14:52,Manager,4.00,,1,9,8010,SUGO Normale 150g,,1TqUqhbvFAiDgJG9fhH26m,15-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/15 15:14:54,Manager,,28.50,,,,,PIN,1TqUqhbvFAiDgJG9fhH26m,15-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/15 15:33:09,Manager,12.00,,1,9,8010,PASTA 12,,71GgHlZ1n2k9bresXeInBy,15-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/15 15:33:09,Manager,18.50,,1,9,8010,PASTA 18.50,,71GgHlZ1n2k9bresXeInBy,15-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/15 15:33:09,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,71GgHlZ1n2k9bresXeInBy,15-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/15 15:33:09,Manager,3.00,,1,9,8010,Can,,71GgHlZ1n2k9bresXeInBy,15-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/15 15:39:27,Manager,,37.00,,,,,PIN,71GgHlZ1n2k9bresXeInBy,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 15:37:07,Manager,12.00,,3,9,8010,Pasta filled 100gr,,PGvozCvQ3EaJsIgVmUpi9p,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 15:37:24,Manager,,12.00,,,,,PIN,PGvozCvQ3EaJsIgVmUpi9p,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 16:26:58,Manager,14.00,,2,9,8010,Torta 7,,vJYlBLl1KiyRrEzs6Gazg,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 16:28:36,Manager,,14.00,,,,,PIN,vJYlBLl1KiyRrEzs6Gazg,15-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/15 18:31:38,Manager,9.00,,2,9,8010,Veggie S 4.5,,zDYG2GeWiPEDxOBSwmbpK,15-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/15 18:31:38,Manager,5.00,,1,9,8010,PESTO 125,,zDYG2GeWiPEDxOBSwmbpK,15-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/15 18:32:16,Manager,,14.00,,,,,PIN,zDYG2GeWiPEDxOBSwmbpK,15-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:40:51,Manager,2.50,,1,9,8010,Water 250,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,2.50,,1,9,8010,Tea/American Coffe,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,2.30,,1,9,8010,Coffee/Espresso,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,15.00,,1,9,8010,PASTA 15,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,16.00,,1,9,8010,PASTA 16,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,16.50,,1,9,8010,Pasta 16.5,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,19.50,,1,9,8010,Pasta 19.50,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,18.50,,1,9,8010,PASTA 18.50,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 17:54:28,Manager,7.50,,1,9,8010,SALAD di Matilde,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 18:18:17,Manager,2.30,,1,9,8010,Coffee/Espresso,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 18:18:17,Manager,7.00,,1,9,8010,Torta 7,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/15 18:18:17,Manager,15.00,,2,9,8010,Torta 7.5,,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/15 18:27:33,Manager,,124.60,,,,,PIN,kNjbNFrElPwbUnyDkuL5SW,15-02-2025,
